일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
2022-07-13,옥천(604),X,28.6,26.3,24.3,23.6,90,X, ,X,보통
2022-07-13,홍북(608),X,28.4,25,24,22.7,99,X, ,X,보통
2022-07-13,공주(612),X,28.7,25.7,24.8,23.7,93,X, ,X,보통
2022-07-13,서천(614),X,30,28.1,26.1,24.7,84,X, ,X,보통
2022-07-13,논산(615),X,30,28,26,24.3,85,X,관심,X,보통
2022-07-13,당진(616),X,29,26,24.7,23.4,97,X, ,X,보통
2022-07-13,청양(618),X,29.1,26.2,24.9,23.1,92,X, ,X,보통
2022-07-13,음성(619),X,26.6,24.7,22.7,21.8,88,X, ,X,보통
2022-07-13,증평(623),X,28,25.6,24,23.4,93,X, ,X,보통
2022-07-13,태안(627),X,29.1,26.3,24.8,23.8,96,X, ,X,보통
2022-07-13,예산(628),X,29.4,26.3,25.3,23.7,95,X, ,X,보통
2022-07-13,아산(634),X,28.9,26,24.8,23.3,94,X, ,X,보통
2022-07-13,계룡(636),X,28.1,26,24.4,22.9,85,X, ,X,보통
2022-07-13,연천청산(652),X,,,,,,X, ,X,보통
2022-07-13,양양(670),X,25.2,22.6,21.6,20.6,94,X, ,X,보통
2022-07-13,무안(699),X,31.1,30,26.9,24.3,80,X,관심,O,높음
2022-07-13,무주(701),X,29.2,27.4,24.1,22.4,88,X,관심,X,보통
2022-07-13,익산(702),X,30.1,27.7,26,24.1,90,X,관심,X,보통
2022-07-13,진안(703),X,28,25.8,23.7,21.9,88,X, ,X,보통
2022-07-13,담양(706),X,31,28.6,26,24.1,93,O,주의,O,보통
2022-07-13,구례(709),X,29.7,27.8,25.3,23.5,86,X, ,X,보통
2022-07-13,나주(710),X,31.4,29.8,26,23.6,84,X,관심,O,높음
2022-07-13,순천시(712),X,28.9,27.2,25.8,23.9,83,X, ,X,보통
2022-07-13,광양읍(713),X,28.7,27.6,25.4,23.5,77,X, ,X,보통
2022-07-13,장성(730),X,29.1,27.7,25.8,23.8,78,X,관심,X,보통
2022-07-13,영암(731),X,30.4,28.7,26.2,24.3,82,X,관심,O,높음
2022-07-13,보성(732),X,28.4,25.6,24.7,23.3,88,X, ,X,보통
2022-07-13,완주(734),X,29.9,27.9,24.9,22.8,90,X,관심,X,보통
2022-07-13,김제(737),X,28.9,27.8,26.3,25.2,64,X,관심,X,보통
2022-07-13,화순(741),X,28.8,27,25.2,23.4,82,O,주의,X,보통
2022-07-13,함평(754),X,31,29.5,26.4,23.5,83,O,주의,O,높음
2022-07-13,곡성(768),X,29.1,27.2,25.4,23.5,81,X,관심,X,보통
2022-07-13,압해도(789),X,30.9,29.6,26.7,24.5,80,X,관심,X,높음
2022-07-13,영양(801),X,28.1,27,22.9,20.3,88,X, ,X,높음
2022-07-13,성주(810),X,28,27.3,24.6,22.9,78,X, ,X,보통
2022-07-13,고령(812),X,28.6,26.3,23.8,22.1,95,X, ,X,보통
2022-07-13,청도(813),X,28.7,27,24.2,22.1,82,X, ,X,높음
2022-07-13,예천(815),X,27.5,25.9,23,22.1,87,X, ,X,보통
2022-07-13,김천(822),X,28.1,26.2,23.8,22.1,89,X, ,X,보통
2022-07-13,군위(823),X,29.6,28.3,24.2,22.6,87,X, ,X,높음
2022-07-13,칠곡(825),X,29,27.1,24.5,22.9,89,X, ,X,높음
2022-07-13,경산(827),X,29.2,28.4,24.1,22.1,79,X, ,X,높음
2022-07-13,삼척(876),X,26.4,24.7,22.2,20.8,90,X, ,X,보통
2022-07-13,속초(90),X,25.2,22.5,21.6,20.6,94.9,X, ,X,보통
2022-07-13,삼천포(907),X,28.3,26.4,24.4,22,84,X, ,X,높음
2022-07-13,고성(918),X,28.6,26.9,24.5,21.4,86,X, ,X,높음
2022-07-13,창녕(919),X,28.8,27.5,25,23,84,X, ,X,보통
2022-07-13,함안(920),X,28.9,27.1,24.5,22.5,86,X, ,X,높음
2022-07-13,북춘천(93),X,27.1,24.3,23.4,22.7,97.5,X, ,X,보통
2022-07-13,하동(932),X,29,27.3,25,22.5,84,X, ,X,보통
2022-07-13,철원(95),X,27,23.8,22.5,20.9,96.8,X, ,X,보통
2022-07-13,동두천(98),X,27.7,25.2,23.5,22.7,95.6,X, ,X,보통
2022-07-13,파주(99),X,27.5,24.2,23.8,22.5,98.3,X, ,X,보통
2022-07-14,북강릉(104),X,26,23.8,21.6,19.2,93,X, ,X,보통
2022-07-14,동해(106),X,26.7,24.5,22.2,20.5,94.3,X, ,X,보통
2022-07-14,서울(108),X,30.9,29.9,25.7,23.3,84.6,X, ,X,높음
2022-07-14,인천(112),X,29.5,27.7,24,22.2,87.9,X, ,X,높음
2022-07-14,원주(114),X,29.7,28.5,24.8,23,83.1,X, ,X,보통
2022-07-14,울릉도(115),X,30.1,28.4,23.6,20.8,89.3,X, ,X,높음
2022-07-14,수원(119),X,30.9,29,24.9,22.6,90.4,X, ,X,높음
2022-07-14,영월(121),X,29.7,28.4,24.3,21.8,87,X, ,X,보통
2022-07-14,충주(127),X,30.7,29.2,25.1,23.1,87.3,O, ,X,보통
2022-07-14,서산(129),X,29.8,27.9,24.2,21.1,87.6,X, ,X,높음
2022-07-14,울진(130),X,27.6,25.6,23.2,21.3,87.4,X, ,X,보통
2022-07-14,청주(131),X,31.6,30.7,26.8,24.7,78.8,O, ,X,높음
2022-07-14,대전(133),X,31.1,30,26,24,81.3,X, ,X,높음
2022-07-14,추풍령(135),X,30.1,29,25.4,21.8,79,O, ,X,높음
2022-07-14,안동(136),X,30.9,30.1,25.7,22.3,80.4,O, ,X,높음
2022-07-14,상주(137),X,32,31.2,26.4,22.7,82.1,O, ,X,높음
2022-07-14,포항(138),X,31.5,29.8,24.7,22.6,87,O, ,X,높음
2022-07-14,군산(140),X,29.4,26.3,24.8,22.9,88.1,X, ,X,높음
2022-07-14,대구(143),O,33.6,33.6,28.2,23.1,77.5,O, ,X,높음
2022-07-14,전주(146),X,30,28.3,25.4,23.8,85.6,X, ,X,높음
2022-07-14,울산(152),O,33.8,33.2,26.4,22.8,84.5,O, ,X,높음
2022-07-14,창원(155),O,34.4,34.1,28.1,24.1,78.4,O, ,X,매우높음
2022-07-14,광주(156),X,32.8,31.1,27.3,24.4,88.9,O, ,X,높음
2022-07-14,부산(159),O,33.8,32.1,26.8,24.2,85.3,O, ,X,높음
2022-07-14,통영(162),O,33,31.4,26.8,24,87.6,X, ,X,매우높음
2022-07-14,목포(165),X,31.1,29.4,26.5,24.6,87.6,X, ,X,높음
2022-07-14,여수(168),O,33.1,32.7,28.4,24.7,76.4,O, ,O,높음
2022-07-14,흑산도(169),X,31.4,29.2,25.7,23.6,95.8,X, ,X,높음
2022-07-14,완도(170),O,33.3,32.9,28.6,25,78.4,O, ,X,높음
2022-07-14,고창(172),X,30.8,29.2,26.1,23,84.9,X, ,X,높음
2022-07-14,제주(184),O,35,33.2,28.8,26.6,82.5,O,주의,O,높음
2022-07-14,진주(192),O,34.3,33.5,28.5,24.1,77.6,O, ,X,높음
2022-07-14,양평(202),X,30.7,29.7,25.2,22.8,83.9,X, ,X,높음
2022-07-14,이천(203),X,30.9,29.1,25.1,22.5,89.8,X, ,X,높음
2022-07-14,인제(211),X,29.9,28.8,24.1,21.3,85.6,X, ,X,보통
2022-07-14,홍천(212),X,30.4,29.7,24.5,21.3,85.3,X, ,X,높음
2022-07-14,태백(216),X,28.9,27.9,22.9,18.6,83,X, ,X,높음
2022-07-14,정선군(217),X,30.3,29.5,24.5,21.7,83.8,X, ,X,보통
2022-07-14,제천(221),X,30.2,28.6,24.2,21,90.4,O, ,X,보통
2022-07-14,보은(226),X,30.2,29,25,22.6,87,X, ,X,높음
2022-07-14,천안(232),X,30.5,28.7,25.1,23,91.5,X, ,X,높음
2022-07-14,보령(235),X,28.9,26.8,24.3,21.4,89.8,X, ,X,높음
2022-07-14,부여(236),X,31,29.6,25.6,22.1,86.8,X, ,X,높음
2022-07-14,금산(238),X,30.5,29,25.3,22.3,82.6,X, ,X,높음
2022-07-14,세종(239),X,31.3,30,26,23.1,82,X, ,X,높음
2022-07-14,부안(243),X,29.3,27.2,25.5,23.1,86,X, ,X,높음
2022-07-14,임실(244),X,30,28.9,25,22.6,83.3,X, ,X,높음
2022-07-14,정읍(245),X,30.2,29,25.8,23,82,X, ,X,높음
2022-07-14,남원(247),X,31.8,31,26.1,22.9,83.5,X, ,X,보통
2022-07-14,장수(248),X,30.4,29.1,24.7,20.5,84.1,X, ,X,높음
2022-07-14,영광군(252),X,31,29.5,26.3,23.8,82.6,X, ,X,높음
2022-07-14,김해시(253),O,34.8,34.6,28.3,24.8,78.5,O, ,X,높음
2022-07-14,순창군(254),X,30.4,31,26.5,23.1,77.5,X, ,X,높음
2022-07-14,양산시(257),O,35.4,35.7,28.7,24.8,78.4,O, ,X,높음
2022-07-14,강진군(259),O,33.7,33.1,28.3,25.4,81,O, ,X,높음
2022-07-14,장흥(260),X,32.6,32,27.8,24.6,83.4,O, ,X,높음
2022-07-14,해남(261),X,32.2,31.4,27.6,24.9,83.9,O, ,X,높음
2022-07-14,고흥(262),X,32.6,32.3,28.2,23.4,76.1,O, ,X,높음
2022-07-14,의령군(263),O,33.6,33.1,28.5,24.4,74.1,O, ,X,높음
2022-07-14,함양군(264),O,33.1,31.7,26.6,22.2,85.6,O, ,X,높음
2022-07-14,진도군ASOS(268),X,31.4,30.4,26.8,24.4,86.4,O, ,X,높음
2022-07-14,봉화(271),X,28.9,27.5,23.3,20,89.6,X, ,X,높음
2022-07-14,영주(272),X,29.6,28.2,24.6,21.2,85.1,X, ,X,높음
2022-07-14,문경(273),X,30.8,29.7,25.3,22.2,84.6,X, ,X,높음
2022-07-14,청송군(276),X,31,31,25.5,21.6,76.5,O, ,X,보통
2022-07-14,영덕(277),X,29.1,27.3,23.2,19.7,88.3,O, ,X,높음
2022-07-14,의성(278),X,31.9,31.5,26.4,22.8,81.9,O, ,X,높음
2022-07-14,구미(279),X,32.6,32.4,27.4,22.3,73.5,O, ,X,높음
2022-07-14,영천(281),X,32.3,31.9,26.2,22.1,81.5,O, ,X,높음
2022-07-14,경주시(283),O,33.7,32.7,26.3,22.4,83,O, ,X,매우높음
2022-07-14,거창(284),X,32.5,32.3,26.2,21.7,79,O, ,X,높음
2022-07-14,합천(285),O,33.5,34.3,27.5,23.1,73.4,O, ,X,매우높음
2022-07-14,밀양(288),O,33.9,34.5,28.4,23.3,71.4,O, ,X,높음
2022-07-14,산청(289),O,33,32.7,26.7,22.5,78.5,O, ,X,높음
2022-07-14,거제(294),X,32.4,30.9,26.8,24.5,84.6,X, ,X,매우높음
2022-07-14,남해(295),O,33.1,33,28.5,24.9,76,X, ,X,높음
2022-07-14,부천(433),X,29.9,29.1,24.1,21.4,81,X, ,X,높음
2022-07-14,안양(434),X,26.3,28.5,24.6,22.6,,X, ,X,높음
2022-07-14,광명(437),X,31.1,30,25.4,22.9,82,X, ,X,높음
2022-07-14,군포(438),X,30.2,29.6,24.2,22,82,X, ,X,높음
2022-07-14,김포(441),X,,29.8,24.4,21.6,,X, ,X,높음
2022-07-14,하남(444),X,31.4,30.7,24.9,22.2,83,X, ,X,높음
2022-07-14,의왕(445),X,,,,,,X, ,X,높음
2022-07-14,포천(504),X,31.7,30.9,24.9,21.1,81,X, ,X,높음
2022-07-14,가평조종(505),X,31.1,30.2,25.1,21.7,85,X, ,X,높음
2022-07-14,안성(516),X,30.4,28.9,24.5,22.6,91,X, ,X,높음
2022-07-14,간성(517),X,27.7,24.8,22.2,20.6,96,X, ,X,보통
2022-07-14,평창(526),X,29.5,29.1,23.9,20.4,83,X, ,X,보통
2022-07-14,의정부(532),X,31.7,30,25,21.5,92,X, ,X,높음
2022-07-14,횡성(536),X,31.2,29,24.2,22,96,X, ,X,보통
2022-07-14,고양(540),X,32.2,31.4,25,22.1,84,X, ,X,높음
2022-07-14,남양주(541),X,32.6,31.5,25.3,21.7,84,X, ,X,높음
2022-07-14,안산(545),X,30.3,28.8,23.9,20.9,91,X, ,X,높음
2022-07-14,경기광주(546),X,30.3,,,,,X, ,X,높음
2022-07-14,여주(548),X,30.1,28.1,24.1,22,92,X, ,X,높음
2022-07-14,용인(549),X,29.3,28.4,24.6,22.4,81,X, ,X,높음
2022-07-14,오산(550),X,30.2,29.2,24.2,21.9,81,X, ,X,높음
2022-07-14,평택(551),X,30.4,29.2,24.9,23,91,X, ,X,높음
2022-07-14,화천(555),X,32.5,31.3,24.4,20.5,88,X, ,X,보통
2022-07-14,양구(556),X,30.2,29.5,24.4,21.1,80,X, ,X,보통
2022-07-14,시흥(565),X,30.2,28.2,24.6,22,89,X, ,X,높음
2022-07-14,구리(569),X,31.3,31.2,25.5,22.9,79,X, ,X,높음
2022-07-14,화성(571),X,30.6,29,24.3,21.9,90,X, ,X,높음
2022-07-14,성남(572),X,30.5,29.3,25,22.7,83,X, ,X,높음
2022-07-14,과천(590),X,31.6,30.4,25.1,22.1,87,X, ,X,높음
2022-07-14,양주(598),X,30.4,29.7,25,21.4,83,X, ,X,높음
2022-07-14,단양(601),X,30.6,29.2,24.6,22.4,90,X, ,X,보통
2022-07-14,진천(602),X,31.2,30,26.1,23.8,82,X, ,X,높음
2022-07-14,괴산(603),X,30.8,29.5,25.2,22,86,X, ,X,높음
2022-07-14,옥천(604),X,31.7,31.1,26.4,23.6,81,O, ,X,높음
2022-07-14,홍북(608),X,31.2,29.8,24.4,20.6,90,X, ,X,높음
2022-07-14,공주(612),X,31.7,30.9,26.1,23.2,83,X, ,X,높음
2022-07-14,서천(614),X,29.6,27.3,24.5,21.8,89,X, ,X,높음
2022-07-14,논산(615),X,30.9,29.4,25.8,23.7,84,X, ,X,높음
2022-07-14,당진(616),X,30.7,29.2,24.1,21.2,92,X, ,X,높음
2022-07-14,청양(618),X,30.7,28.9,24.8,21.5,88,X, ,X,높음
2022-07-14,음성(619),X,30.2,28.4,24.1,21.8,86,X, ,X,높음
2022-07-14,증평(623),X,31.3,29.1,25.4,23.1,89,X, ,X,높음
2022-07-14,태안(627),X,30.3,27.9,23.6,20.8,94,X, ,X,높음
2022-07-14,예산(628),X,30.7,29.1,25.1,22.5,90,X, ,X,높음
2022-07-14,아산(634),X,31.1,29.7,24.7,21.6,89,X, ,X,높음
2022-07-14,계룡(636),X,29.4,28.1,25,22.9,80,X, ,X,높음
2022-07-14,연천청산(652),X,,,,,,X, ,X,높음
2022-07-14,양양(670),X,25.6,23.6,22,19.6,89,X, ,X,보통
2022-07-14,무안(699),X,31.7,29.9,26.6,24.3,86,O, ,X,높음
2022-07-14,무주(701),X,30.6,29.8,26.6,22.6,76,X, ,X,높음
2022-07-14,익산(702),X,30,27.2,25.2,23.1,94,X, ,X,높음
2022-07-14,진안(703),X,29.6,28.1,24.1,21.7,88,X, ,X,높음
2022-07-14,담양(706),O,34.3,32.9,27.7,24.5,87,O, ,X,높음
2022-07-14,구례(709),O,33.2,31.8,26.8,23.7,86,O, ,X,높음
2022-07-14,나주(710),X,32.6,31.2,27.2,23.5,85,O, ,X,높음
2022-07-14,순천시(712),O,34.2,34.4,29.2,24.8,75,O, ,X,매우높음
2022-07-14,광양읍(713),O,33.8,34.1,28.8,24.7,72,O, ,X,매우높음
2022-07-14,장성(730),X,31.8,30.7,26.5,23,82,X, ,X,높음
2022-07-14,영암(731),X,32.3,31.1,27.3,24.3,85,O, ,X,높음
2022-07-14,보성(732),O,33.4,32.9,28.3,24.8,79,O, ,X,높음
2022-07-14,완주(734),X,30.1,28.1,25,23.3,90,X, ,X,높음
2022-07-14,김제(737),X,28.8,26.8,24.9,22.7,79,X, ,X,높음
2022-07-14,화순(741),X,32.5,31.7,27,24.3,79,O, ,X,높음
2022-07-14,함평(754),X,31.9,30.6,27.1,24.4,85,O, ,X,높음
2022-07-14,곡성(768),O,33.1,32.3,26.9,23,84,O, ,X,높음
2022-07-14,압해도(789),X,31.8,30,26.6,24.2,87,X, ,X,높음
2022-07-14,영양(801),X,31,29.9,25.1,21,88,X, ,X,높음
2022-07-14,성주(810),O,33.3,33.9,27.5,22.8,73,O, ,X,높음
2022-07-14,고령(812),O,34,34.2,27.4,23,81,O, ,X,매우높음
2022-07-14,청도(813),O,34.2,33.9,27.7,22.6,78,O, ,X,매우높음
2022-07-14,예천(815),X,31.2,30.9,25.5,22.3,83,O, ,X,높음
2022-07-14,김천(822),O,33.6,32.8,27,22,81,O, ,X,보통
2022-07-14,군위(823),X,32.1,30.9,26.6,22.6,86,O, ,X,높음
2022-07-14,칠곡(825),O,33.7,33.2,27.8,23.6,81,O, ,X,높음
2022-07-14,경산(827),O,33.6,33.8,27.8,23,72,O, ,X,매우높음
2022-07-14,삼척(876),X,26.7,24.9,22.3,20.7,88,X, ,X,보통
2022-07-14,속초(90),X,25.9,24,22.1,20,88.5,X, ,X,보통
2022-07-14,삼천포(907),O,33.6,32.8,28.2,24.4,77,O, ,X,높음
2022-07-14,고성(918),O,33.4,31.5,27.4,24.3,87,X, ,X,매우높음
2022-07-14,창녕(919),O,34.5,33.9,28.5,24.8,78,O, ,X,높음
2022-07-14,함안(920),O,33.4,33.1,27.9,23.6,81,O, ,X,높음
2022-07-14,북춘천(93),X,31.3,30,24.9,21.3,85.5,X, ,X,보통
2022-07-14,하동(932),O,33.7,33.2,28.4,24.1,76,O, ,X,높음
2022-07-14,철원(95),X,30.5,29.3,24.6,20.6,83.6,X, ,X,보통
2022-07-14,동두천(98),X,31,29.3,,21.3,,X, ,X,높음
2022-07-14,파주(99),X,31.1,29.4,24.3,20.7,89.1,X, ,X,매우높음
2022-07-15,북강릉(104),X,30.5,29,21.5,18.8,93.5,X, ,X,높음
2022-07-15,동해(106),X,28.6,26.2,22.1,19.8,95.3,X, ,X,매우높음
2022-07-15,서울(108),X,30.9,30.3,26,23,76.5,X,관심,X,높음
2022-07-15,인천(112),X,28.5,27,24.3,22.1,84.6,X, ,X,매우높음
2022-07-15,원주(114),X,29.5,30,25.4,21.5,70.6,X, ,X,높음
2022-07-15,울릉도(115),X,27.8,25.8,22.8,20,92.5,X, ,X,높음
2022-07-15,수원(119),X,30.5,29.9,25.5,21.9,81.9,X, ,X,매우높음
2022-07-15,영월(121),X,29.7,29.5,24,19.8,77.1,X, ,X,매우높음
2022-07-15,충주(127),X,30.8,30.4,25.1,20.9,78.4,O,주의,X,매우높음
2022-07-15,서산(129),X,30.2,29.3,25.1,20.9,79.8,X,관심,X,매우높음
2022-07-15,울진(130),X,27.8,25.5,22.7,19.9,92,X, ,X,매우높음
2022-07-15,청주(131),X,30.8,31.4,26.6,22.8,69.3,O,주의,X,매우높음
2022-07-15,대전(133),X,31.3,31.5,26.1,22,70.1,X,관심,X,매우높음
2022-07-15,추풍령(135),X,29.3,29.6,24.5,20.3,72.5,O,주의,X,매우높음
2022-07-15,안동(136),X,30.8,31.4,25.7,21.2,70.8,O,주의,X,매우높음
2022-07-15,상주(137),X,31.8,31.7,26.4,22.5,72.5,O,주의,X,매우높음
2022-07-15,포항(138),X,31.9,31.5,26.7,22.5,76.4,O,주의,X,매우높음
2022-07-15,군산(140),X,30.7,29.8,25.1,21.1,80.8,X, ,X,매우높음
2022-07-15,대구(143),X,31.9,33.2,28.3,23.3,64.5,O,경고,X,매우높음
2022-07-15,전주(146),X,30.7,30.5,25.8,22.1,74.4,X,관심,X,매우높음
2022-07-15,울산(152),X,32.1,31.3,26.5,21.2,78,O,주의,X,매우높음
2022-07-15,창원(155),O,33,32.8,27.3,22.3,74.5,O,주의,X,매우높음
2022-07-15,광주(156),X,31.7,31.4,27,23,79.6,O,주의,X,매우높음
2022-07-15,부산(159),X,32.1,30.2,25.7,22.9,86.8,O,주의,X,매우높음
2022-07-15,통영(162),X,30.3,29,25,22.8,87.5,O,관심,X,매우높음
2022-07-15,목포(165),X,30.6,29.4,26,23.5,81,X,관심,X,매우높음
2022-07-15,여수(168),X,31.1,30.6,27.2,25.1,73.5,O,주의,X,매우높음
2022-07-15,흑산도(169),X,29.8,27.9,24.6,22.7,92.1,X,관심,X,매우높음
2022-07-15,완도(170),X,32.8,32.1,26.9,24.4,78.4,O,주의,X,매우높음
2022-07-15,고창(172),X,30.9,30.1,25.6,21.8,79.9,X,관심,X,매우높음
2022-07-15,제주(184),X,31.5,29.5,26.8,25.2,89.5,O,주의,X,높음
2022-07-15,진주(192),O,33.1,33.1,27,21,76.5,O,주의,X,매우높음
2022-07-15,양평(202),X,30.5,30.6,25.6,21.7,73.6,X,관심,X,높음
2022-07-15,이천(203),X,31.4,30.6,25.8,21.8,76.9,X,관심,X,매우높음
2022-07-15,인제(211),X,29.8,29.8,24.1,19.9,79.3,X, ,X,보통
2022-07-15,홍천(212),X,30.5,30.6,24,19.7,79.4,X,관심,X,높음
2022-07-15,태백(216),X,28.3,28.8,22.1,16.7,75.9,X, ,X,매우높음
2022-07-15,정선군(217),X,30.4,31.2,24.3,19.3,74,X, ,X,높음
2022-07-15,제천(221),X,29.6,29.1,24.1,19.6,82.1,O,주의,X,매우높음
2022-07-15,보은(226),X,29.8,29.6,24.5,20.7,80.5,X, ,X,매우높음
2022-07-15,천안(232),X,30.4,30,25,20.9,81.1,X,관심,X,매우높음
2022-07-15,보령(235),X,30.2,29.5,24.3,20,82.4,X, ,X,매우높음
2022-07-15,부여(236),X,31.3,31.2,24.9,20.7,81.9,X,관심,X,매우높음
2022-07-15,금산(238),X,29.7,29.5,24.2,19.4,79.1,X, ,X,높음
2022-07-15,세종(239),X,30.9,30.4,25.4,21.3,75.6,X,관심,X,매우높음
2022-07-15,부안(243),X,29.8,29.6,25.1,21.6,81,X, ,X,매우높음
2022-07-15,임실(244),X,29.7,30,23.9,19.2,79,X,관심,X,매우높음
2022-07-15,정읍(245),X,30.7,30.8,25.3,21.6,77,X,관심,X,매우높음
2022-07-15,남원(247),X,30.8,30.8,25,20.4,76.3,X,관심,X,높음
2022-07-15,장수(248),X,29.1,28.9,23.1,18.3,80.8,X, ,X,매우높음
2022-07-15,영광군(252),X,30.2,29.6,25.5,22.2,79.8,X,관심,X,매우높음
2022-07-15,김해시(253),O,33.1,33.8,27.4,22.9,76.3,O,주의,X,매우높음
2022-07-15,순창군(254),X,31.1,31.6,25.6,20.8,76.3,X,관심,X,매우높음
2022-07-15,양산시(257),O,33.7,34.9,28.3,23.1,71,O,주의,X,매우높음
2022-07-15,강진군(259),O,33.2,33.1,27.8,23.8,75.8,O,주의,X,매우높음
2022-07-15,장흥(260),X,32.4,31.8,27.1,23.1,80.4,O,주의,X,매우높음
2022-07-15,해남(261),X,32.2,31.4,26.9,23.2,81.1,O,주의,X,매우높음
2022-07-15,고흥(262),X,32.1,31.3,26.6,22.7,78.4,O,주의,X,매우높음
2022-07-15,의령군(263),O,33.5,34.6,27.7,20.5,69.9,O,주의,X,매우높음
2022-07-15,함양군(264),O,33,32.5,25.7,19.3,81.4,O,주의,X,매우높음
2022-07-15,진도군ASOS(268),X,31.1,29.7,25.8,22,82.9,O,주의,X,매우높음
2022-07-15,봉화(271),X,29.2,28.7,23.1,18.8,80.3,X,관심,X,매우높음
2022-07-15,영주(272),X,29.8,30,25.2,21.2,70.8,X,관심,X,매우높음
2022-07-15,문경(273),X,30.8,30.7,25.3,20.6,74.8,X,관심,X,매우높음
2022-07-15,청송군(276),X,30.6,32.4,25,19.6,67.1,O,주의,X,매우높음
2022-07-15,영덕(277),X,31.9,31.8,24.6,19.6,79.5,O,주의,X,매우높음
2022-07-15,의성(278),X,31.9,33,25.6,20.1,75,O,주의,X,매우높음
2022-07-15,구미(279),X,31.2,32.5,26.9,21.7,64.9,O,주의,X,매우높음
2022-07-15,영천(281),X,31.5,32.2,26.5,20.9,70.1,O,주의,X,매우높음
2022-07-15,경주시(283),X,32.2,33.3,26.9,20.8,71.9,O,주의,X,매우높음
2022-07-15,거창(284),X,31.2,32.2,25.2,19.1,70.4,O,주의,X,매우높음
2022-07-15,합천(285),X,32,34.2,26.8,20.5,65.6,O,주의,X,매우높음
2022-07-15,밀양(288),X,31.8,34.1,28.6,22.5,59,O,주의,X,매우높음
2022-07-15,산청(289),X,31.8,33.8,26.7,20.3,66.8,O,주의,X,매우높음
2022-07-15,거제(294),X,32.5,31.9,26.2,23,80.6,O,관심,X,매우높음
2022-07-15,남해(295),X,32.1,32,26.8,23.3,77.1,O,관심,X,매우높음
2022-07-15,부천(433),X,29.1,29.3,24.5,21.5,73,X, ,X,매우높음
2022-07-15,안양(434),X,27,29.3,25.5,22.2,,X, ,X,매우높음
2022-07-15,광명(437),X,30.9,31,25.8,22.3,74,X, ,X,높음
2022-07-15,군포(438),X,30.4,30.6,25.1,21.4,72,X, ,X,매우높음
2022-07-15,김포(441),X,,29.3,24.8,21.5,,X,관심,X,매우높음
2022-07-15,하남(444),X,30.9,30.9,24.7,20.9,74,X,관심,X,높음
2022-07-15,의왕(445),X,,,,,,X, ,X,매우높음
2022-07-15,포천(504),X,31.1,30.5,25,20.4,78,X,관심,X,보통
2022-07-15,가평조종(505),X,30.8,30.6,24.6,20.5,80,X,관심,X,높음
2022-07-15,안성(516),X,30.3,29.8,25,21.3,81,X,관심,X,매우높음
2022-07-15,간성(517),X,28.8,25.8,21.4,19.5,97,X, ,X,높음
2022-07-15,평창(526),X,29.6,31,23.6,18.9,72,X, ,X,높음
2022-07-15,의정부(532),X,31.4,30.1,24.7,20.9,88,X,관심,X,높음
2022-07-15,횡성(536),X,31.1,30.5,25,20.2,84,X,관심,X,높음
2022-07-15,고양(540),X,32.1,31.5,25.1,21.3,80,X,관심,X,매우높음
2022-07-15,남양주(541),X,32,31.8,25.6,21.1,75,X,관심,X,보통
2022-07-15,안산(545),X,30.2,29.6,24.3,20.8,84,X,관심,X,매우높음
2022-07-15,경기광주(546),X,30.3,30,24.7,21,75,X,관심,X,높음
2022-07-15,여주(548),X,30.2,29.8,24.8,21.2,78,X,관심,X,높음
2022-07-15,용인(549),X,29.5,29.7,24.9,21.3,71,X,관심,X,매우높음
2022-07-15,오산(550),X,29.8,29.9,25.3,21.4,70,X, ,X,매우높음
2022-07-15,평택(551),X,30.9,30.9,25.5,22.2,81,X,관심,X,매우높음
2022-07-15,화천(555),X,32.1,32,24.6,20.1,88,X,관심,X,높음
2022-07-15,양구(556),X,30.5,30.7,24.7,20.4,75,X, ,X,보통
2022-07-15,시흥(565),X,29.8,29.5,25.1,21.8,80,X, ,X,매우높음
2022-07-15,구리(569),X,31.5,31.9,26,22.1,69,X,관심,X,높음
2022-07-15,화성(571),X,30.3,29.8,24.9,21.6,82,X,관심,X,매우높음
2022-07-15,성남(572),X,30.1,29.9,25.8,22,70,X,관심,X,매우높음
2022-07-15,과천(590),X,31,30.4,25.1,21.2,79,X,관심,X,매우높음
2022-07-15,양주(598),X,30.6,30,24.5,20.4,80,X,관심,X,높음
2022-07-15,단양(601),X,30.9,31.3,25.1,20.4,77,X, ,X,매우높음
2022-07-15,진천(602),X,31.5,32,26,21.7,73,X,관심,X,매우높음
2022-07-15,괴산(603),X,30.5,30.3,24.7,20.4,80,X, ,X,매우높음
2022-07-15,옥천(604),X,31,31.5,25.7,21.3,74,O,주의,X,매우높음
2022-07-15,홍북(608),X,31.5,30.8,24.2,19.9,84,X,관심,X,매우높음
2022-07-15,공주(612),X,31,31.8,25.5,21.5,76,X,관심,X,매우높음
2022-07-15,서천(614),X,30.8,29.3,24.6,19.5,81,X, ,X,매우높음
2022-07-15,논산(615),X,31.5,32,25.9,21,76,X,관심,X,매우높음
2022-07-15,당진(616),X,31.6,30.7,24.8,20.9,85,X,관심,X,매우높음
2022-07-15,청양(618),X,31.4,30.8,23.9,19.5,85,X,관심,X,매우높음
